id,hotel_id,date,national_id,negative_review,positive_review,score,trip_type,guests_composition_id,room_type_id,vacation_length
666,4,5/17/2016,200, There wasn t anything we didn t like , The location is amazing rooms are spacious have everything you d need Both rooms and public spaces are clean stylish,10, Leisure trip,2,1,2
667,4,5/15/2016,200, There was nothing to fault , The generously sized bathroom had a lovely bath and separate big shower cubicle Everything was high quality and the room beautifully appointed Very comfortable bed and large Not at all noisy considering the location even with the window open Plenty of eating places nearby and easy to find on foot ,10, Leisure trip,2,1,1
668,4,05/02/2016,200, Breakfast was very expensive, Location is good about 8 mins walk to the tube but also close to St Pauls Cathedral and the river Room was very clean and the bathrooms was very nice ,8.8, Leisure trip,2,1,1
669,4,4/26/2016,200, Bar prices a little steep , Excellent rooms and it is either a new hotel or recently refurbished We only had the basic room which was very comfortable with a very good en suite Great location only 10 mins walk to Trafalgar Square Lunch was very good but only ate at hotel once Staff very helpful and pleasant Lovely courtyard at the back of the hotel which was lovely in the Spring sunshine You would not have known that it is located in the centre of London Good gym as well which I didn t use Tube station only 5 minutes walk away and hotel surrounded by good restaurants and bars ,10, Business trip,2,1,3
670,4,4/21/2016,200, Breakfast prices might be reduced, Location Fleet Street Central Great staff Perfect for sights Theatre Room facilities Gowns Coffee Iron Satellite TV Bath and Shower Comfortable Bed Quiet,10, Leisure trip,2,1,2
671,4,4/20/2016,200, When staying in a deluxe room guests have use of the Club Lounge except in our case due to the free upgrade I thought this was a bit mean spirited Also we were awoken at 8 20am on our last morning by maintenance but reception staff were unsure why however they offered us a free upgrade with their sincere apologies the next time we book with them, It was our 40th wedding anniversary and we were given a free upgrade to a Deluxe Room chocolates in the room and a free drink at the bar Lovely welcome touch The location is superb,9.6, Leisure trip,2,1,3
672,4,4/19/2016,200, The wash basin in our bathroom was obviously partially blocked and took several minutes to drain It wasn t a major problem and we reported it on departure Whilst the restaurant was fine for breakfast it looked rather boring for dinner so we ate out every night , We paid for an upgrade to our room and liked it very much The bed was comfortable the room well appointed and most of all it was lovely and quiet The hotel was fine though we did little in it except sleep and have breakfast The latter was fine The location of the hotel is convenient for Fleet St and neighbouring areas ,7.9, Leisure trip,2,1,2
673,4,4/18/2016,200,No Negative, Everything you need to make a short break easy a decent hair dryer an iron that gets hot and you don t have to wait an hour for the bath to fill simple things that many London hotels still cannot provide in 2016 Cleanest hotel I have ever stayed in and very comfortable Almost 5 star ,10, Leisure trip,2,1,1
674,4,04/12/2016,200, bed could be a little softer possibly with a topper , upgraded when we arrived to a lovely spacious room overlooking the square Reception staff were plentiful and well informed ,8.8, Leisure trip,2,1,2
675,4,04/12/2016,200, Was approx 10 minute walk to closest tube station because its equally distanced between Temple and Black Friars stations Could just be me being lazy though , Room was lovely,9.2, Leisure trip,2,1,2
676,4,04/12/2016,200, view the views featured in the glossy information where not visible from our rooms One had an ok view of the courtyard area but he other was the view of an unfished building project not much else , very clean helpful and polite staff Nice rooms generally,10, Leisure trip,3,1,1
677,4,04/12/2016,200, N A, Hotel was excellent clean friendly helpful staff Had a wonderful nights sleep usually on a Saturday night in hotels you expect to be woken at least once by guest returning to their rooms this did not happen at all We were able to leave our luggage at reception and collect it when it was time for our train leaving us free to explore without worrying about caring our case withy us we even had a lovely young lady offer to carry our case out to the pavement for us which we declined but the gesture was lovely Loved the Apex rubber duck will be taking that on my travels and posting pictures to website ,8.3, Leisure trip,2,1,1
678,4,04/06/2016,200, Absolutely nothing, Everything fantastic stay at the hotel Enjoyed a lovely nights sleep and quiet Attention to detail superb i am a coffee fan and was pleased too see the kettle in the room was spotless inside not all full of limescale and quality filter coffee bags on the coffee tray which were really appreciated and coincidentaly my favourite type Really impressed with every aspect of this hotel and will definately return,10, Leisure trip,2,1,1
679,4,04/05/2016,200,No Negative, The staff were fantastic We requested an ice bucket and it was at the room almost straight away The gentleman who checked us in remembered my name Our bathroom had the most amazing bath and overall we felt we got upgraded ,9.2, Leisure trip,2,1,1
680,4,3/29/2016,200, Room did get very hot during the night had to get up to put on air con Wifi is not super speed as stated in fact I couldn t log on at all for our two night stay , Very peaceful and quiet would not believe you were so close to the main roads Staff extremely friendly helpful Everything was spotless and clean Rubber duck is a great gimmick children loved taking him on our travels and taking pictures ,9.2, Leisure trip,5,1,2
681,4,3/22/2016,200, Nothing could be improved Our stay was excellent , The hotel location the room and staff were all excellent The cleanliness and standard of the fixtures and fittings in the room hotel generally was excellent ,10, Leisure trip,2,1,2
682,4,3/21/2016,200, Breakfast staff were aloof and unhelpful , Lovely building tucked away nice quiet location but not far from theaters restaurants etc Door staff welcoming and friendly ,7.1, Leisure trip,2,1,1
683,4,3/20/2016,200, There is nothing I would criticise the hotel for , It s a really good hotel in the City extremely comfortable and quiet considering the location This was my second time staying and I d have no hesitation returning in future ,9.6, Business trip,1,2,1
685,4,03/07/2016,200,No Negative, Classy tasteful d cor great location courteous staff and some nice little touches in the rooms that made it feel special Nice place for a romantic getaway ,9.6, Leisure trip,2,1,2
686,4,03/06/2016,200, Did not take breakfast but expensive, Bed and bedding and from fittings top quality State of decoration excellent clean paintwork tiling etc in bathroom Tranquil Obliging checkin and concierge service,9.6, Leisure trip,2,3,1
